year,gu,dong,dong_key,total_population,elderly_population,elderly_alone,elderly_ratio,elderly_alone_ratio,elderly_ratio_score,elderly_alone_score,IVI,IVI_rank,IVI_grade
2021,강북구,번2동,강북구_번2동,15932.0,4001.0,1798,0.2511298016570424,0.44938765308672834,0.7385787333907734,0.7068350139784116,0.7227068736845925,7,A
2021,강북구,번3동,강북구_번3동,16905.0,4669.0,2299,0.2761904761904762,0.4923966588134504,0.8455505508577948,0.7744832258401162,0.8100168883489556,3,A
2021,강북구,수유1동,강북구_수유1동,20849.0,4432.0,1802,0.21257614274065903,0.4065884476534296,0.5740119353667587,0.6395167938116635,0.6067643645892111,15,A
2021,강북구,수유2동,강북구_수유2동,21421.0,4936.0,1602,0.23042808458988842,0.32455429497568883,0.6502131829580775,0.5104865210473882,0.5803498520027328,23,A
2021,강북구,수유3동,강북구_수유3동,23393.0,4637.0,1883,0.19822169024921985,0.406081518222989,0.5127397669059816,0.6387194522100632,0.5757296095580224,25,A
2021,강북구,우이동,강북구_우이동,20678.0,4864.0,1674,0.2352258438920592,0.3441611842105263,0.6706924813759161,0.5413258993239981,0.6060091903499571,17,A
2021,강북구,인수동,강북구_인수동,30563.0,6978.0,2468,0.22831528318555117,0.353683003725996,0.6411946624921856,0.5563026246169335,0.5987486435545595,19,A
2021,도봉구,창1동,도봉구_창1동,24827.0,4615.0,1077,0.18588633342731703,0.2333694474539545,0.46008613475482957,0.36706325934908435,0.41357469705195693,156,B
2021,도봉구,창2동,도봉구_창2동,29337.0,5281.0,1135,0.18001158946040835,0.2149214163984094,0.4350097131902288,0.3380466315012698,0.3865281723457493,204,C
2021,도봉구,창3동,도봉구_창3동,13923.0,2940.0,815,0.21116138763197587,0.27721088435374147,0.5679730346562176,0.43602078955945267,0.5019969121078351,55,A
2021,도봉구,창4동,도봉구_창4동,26583.0,4274.0,841,0.16077944551028853,0.19677117454375292,0.35291705485467484,0.309498391764537,0.3312077233096059,291,D
2021,도봉구,창5동,도봉구_창5동,24709.0,4377.0,851,0.17714193208952203,0.19442540552890109,0.42276054311853706,0.3058087673099841,0.36428465521426057,239,C
2021,도봉구,도봉1동,도봉구_도봉1동,21210.0,5790.0,1679,0.272984441301273,0.2899827288428325,0.8318655489436122,0.45610942977012287,0.6439874893568676,12,A
2021,도봉구,도봉2동,도봉구_도봉2동,26962.0,6476.0,1462,0.24018989689192197,0.22575663990117356,0.6918816066203107,0.3550891899770752,0.523485398298693,44,A
2021,도봉구,쌍문1동,도봉구_쌍문1동,21658.0,4614.0,1003,0.21303906177855758,0.21738188123103597,0.5759879113429054,0.3419166592655336,0.4589522853042195,94,B
2021,도봉구,쌍문2동,도봉구_쌍문2동,18864.0,3908.0,1043,0.20716709075487702,0.26688843398157625,0.550923326122791,0.419784764152469,0.48535404513763003,66,A
2021,도봉구,쌍문3동,도봉구_쌍문3동,16768.0,3460.0,873,0.20634541984732824,0.2523121387283237,0.5474160130924492,0.3968579307418995,0.4721369719171744,81,A
2021,도봉구,쌍문4동,도봉구_쌍문4동,18643.0,3072.0,541,0.1647803465107547,0.17610677083333334,0.36999495317518943,0.2769956650314305,0.32349530910331,299,D
2021,도봉구,방학1동,도봉구_방학1동,28912.0,5868.0,1420,0.20296070835639182,0.2419904567143831,0.532968327763631,0.38062311387389713,0.4567957208187641,101,B
2021,도봉구,방학2동,도봉구_방학2동,19867.0,4405.0,1327,0.22172446771027332,0.30124858115777525,0.6130616803156824,0.4738293177639625,0.5434454990398224,35,A
2021,도봉구,방학3동,도봉구_방학3동,27110.0,5080.0,894,0.18738472888233124,0.17598425196850392,0.466482055379127,0.27680295696982826,0.37164250617447764,229,C
2021,노원구,월계1동,노원구_월계1동,22240.0,4239.0,969,0.1906025179856115,0.22859164897381457,0.4802172303100431,0.3595483326876614,0.4198827814988523,143,B
2021,노원구,월계2동,노원구_월계2동,26704.0,5875.0,1839,0.22000449370880767,0.3130212765957447,0.6057199487638303,0.49234641160778186,0.549033180185806,33,A
2021,노원구,월계3동,노원구_월계3동,30069.0,6149.0,1663,0.2044963251188932,0.27045047975280534,0.539523128026427,0.42538745184360716,0.4824552899350171,69,A
2021,노원구,공릉1동,노원구_공릉1동,37277.0,6594.0,1810,0.1768919172680205,0.2744919623900516,0.4216933515784997,0.43174423849933696,0.4267187950389183,135,B
2021,노원구,공릉2동,노원구_공릉2동,41004.0,5529.0,1130,0.1348405033655253,0.20437692168565744,0.2421963405859736,0.3214613559235162,0.2818288482547449,358,E
2021,노원구,하계1동,노원구_하계1동,27036.0,4493.0,1590,0.16618582630566653,0.3538838192744269,0.3759942620874182,0.5566184843429569,0.46630637321518753,87,B
