기준연도,자치구명,행정동코드,행정동명,convenience_count,grocery_count,pharmacy_count,medical_count,total_infra_count,infra_score,CDI,CDI_rank,CDI_grade
2021,종로구,1101053,사직동,30.0,44.0,16.0,69.0,159.0,0.190224570673712,0.809775429326288,347,1
2021,종로구,1101054,삼청동,7.0,21.0,1.0,7.0,36.0,0.02774108322324967,0.9722589167767504,31,5
2021,종로구,1101055,부암동,11.0,11.0,1.0,5.0,28.0,0.017173051519154558,0.9828269484808454,16,5
2021,종로구,1101056,평창동,12.0,23.0,5.0,13.0,53.0,0.05019815059445178,0.9498018494055482,69,5
2021,종로구,1101057,무악동,7.0,5.0,5.0,5.0,22.0,0.009247027741083224,0.9907529722589168,4,5
2021,종로구,1101058,교남동,12.0,6.0,9.0,14.0,41.0,0.034346103038309116,0.9656538969616909,38,5
2021,종로구,1101060,가회동,7.0,19.0,1.0,8.0,35.0,0.026420079260237782,0.9735799207397622,29,5
2021,종로구,1101061,종로1·2·3·4가동,95.0,170.0,55.0,125.0,445.0,0.5680317040951123,0.4319682959048877,420,1
2021,종로구,1101063,종로5·6가동,23.0,56.0,29.0,71.0,179.0,0.2166446499339498,0.7833553500660502,369,1
2021,종로구,1101064,이화동,21.0,16.0,7.0,21.0,65.0,0.06605019815059446,0.9339498018494056,103,4
2021,종로구,1101067,창신1동,12.0,40.0,10.0,39.0,101.0,0.11360634081902246,0.8863936591809776,221,3
2021,종로구,1101068,창신2동,3.0,28.0,5.0,10.0,46.0,0.04095112285336856,0.9590488771466315,47,5
2021,종로구,1101069,창신3동,4.0,9.0,1.0,1.0,15.0,0.0,1.0,1,5
2021,종로구,1101070,숭인1동,8.0,6.0,2.0,10.0,26.0,0.01453104359313078,0.9854689564068693,11,5
2021,종로구,1101071,숭인2동,25.0,33.0,3.0,13.0,74.0,0.07793923381770146,0.9220607661822986,130,4
2021,종로구,1101072,청운효자동,8.0,37.0,4.0,8.0,57.0,0.05548216644649934,0.9445178335535007,80,5
2021,종로구,1101073,혜화동,32.0,32.0,17.0,28.0,109.0,0.12417437252311757,0.8758256274768824,240,3
2021,중구,1102052,소공동,41.0,48.0,16.0,58.0,163.0,0.1955085865257596,0.8044914134742405,353,1
2021,중구,1102054,회현동,39.0,144.0,17.0,65.0,265.0,0.33025099075297226,0.6697490092470277,405,1
2021,중구,1102055,명동,77.0,66.0,33.0,136.0,312.0,0.39233817701453105,0.6076618229854689,412,1
2021,중구,1102057,필동,32.0,23.0,7.0,19.0,81.0,0.08718626155878467,0.9128137384412154,152,4
2021,중구,1102058,장충동,13.0,8.0,1.0,5.0,27.0,0.015852047556142668,0.9841479524438573,13,5
2021,중구,1102059,광희동,40.0,109.0,16.0,29.0,194.0,0.23645970937912814,0.7635402906208719,381,1
2021,중구,1102060,을지로동,30.0,59.0,13.0,46.0,148.0,0.17569352708058125,0.8243064729194187,330,2
2021,중구,1102065,신당5동,10.0,17.0,5.0,20.0,52.0,0.0488771466314399,0.9511228533685601,61,5
2021,중구,1102067,황학동,11.0,100.0,8.0,19.0,138.0,0.16248348745046234,0.8375165125495376,313,2
2021,중구,1102068,중림동,11.0,22.0,5.0,14.0,52.0,0.0488771466314399,0.9511228533685601,61,5
2021,중구,1102069,신당동,28.0,66.0,10.0,21.0,125.0,0.1453104359313078,0.8546895640686922,274,2
2021,중구,1102070,다산동,14.0,26.0,8.0,31.0,79.0,0.0845442536327609,0.9154557463672391,147,4
2021,중구,1102071,약수동,11.0,25.0,11.0,34.0,81.0,0.08718626155878467,0.9128137384412154,152,4
2021,중구,1102072,청구동,6.0,14.0,2.0,9.0,31.0,0.021136063408190225,0.9788639365918098,23,5
2021,중구,1102073,동화동,9.0,15.0,5.0,14.0,43.0,0.036988110964332896,0.9630118890356671,41,5
2021,용산구,1103051,후암동,17.0,37.0,8.0,16.0,78.0,0.083223249669749,0.916776750330251,142,4
2021,용산구,1103052,용산2가동,19.0,16.0,4.0,7.0,46.0,0.04095112285336856,0.9590488771466315,47,5
2021,용산구,1103053,남영동,31.0,26.0,13.0,40.0,110.0,0.12549537648612946,0.8745046235138705,244,3
2021,용산구,1103057,원효로2동,10.0,26.0,4.0,6.0,46.0,0.04095112285336856,0.9590488771466315,47,5
2021,용산구,1103058,효창동,8.0,9.0,5.0,11.0,33.0,0.023778071334214,0.976221928665786,25,5
2021,용산구,1103059,용문동,6.0,51.0,3.0,12.0,72.0,0.07529722589167767,0.9247027741083224,124,4
2021,용산구,1103063,이촌1동,10.0,28.0,8.0,30.0,76.0,0.08058124174372523,0.9194187582562747,137,4
2021,용산구,1103064,이촌2동,6.0,9.0,1.0,3.0,19.0,0.005284015852047556,0.9947159841479525,3,5
2021,용산구,1103065,이태원1동,22.0,21.0,4.0,10.0,57.0,0.05548216644649934,0.9445178335535007,80,5
2021,용산구,1103066,이태원2동,14.0,20.0,3.0,13.0,50.0,0.046235138705416116,0.9537648612945839,57,5
2021,용산구,1103069,서빙고동,9.0,12.0,1.0,1.0,23.0,0.010568031704095112,0.9894319682959049,8,5
2021,용산구,1103070,보광동,10.0,46.0,9.0,17.0,82.0,0.08850726552179657,0.9114927344782034,159,4
2021,용산구,1103071,청파동,26.0,36.0,11.0,18.0,91.0,0.10039630118890357,0.8996036988110965,185,3
2021,용산구,1103072,원효로1동,17.0,17.0,6.0,12.0,52.0,0.0488771466314399,0.9511228533685601,61,5
2021,용산구,1103073,한강로동,43.0,59.0,27.0,56.0,185.0,0.22457067371202113,0.7754293262879789,374,1
2021,용산구,1103074,한남동,26.0,44.0,13.0,26.0,109.0,0.12417437252311757,0.8758256274768824,240,3
2021,성동구,1104052,왕십리2동,11.0,19.0,5.0,15.0,50.0,0.046235138705416116,0.9537648612945839,57,5
2021,성동구,1104054,마장동,16.0,88.0,7.0,17.0,128.0,0.14927344782034346,0.8507265521796565,280,2
2021,성동구,1104055,사근동,34.0,23.0,10.0,8.0,75.0,0.07926023778071334,0.9207397622192867,132,4
2021,성동구,1104056,행당1동,20.0,28.0,12.0,42.0,102.0,0.11492734478203434,0.8850726552179656,225,3
2021,성동구,1104057,행당2동,7.0,16.0,3.0,19.0,45.0,0.03963011889035667,0.9603698811096433,45,5
2021,성동구,1104058,응봉동,2.0,12.0,2.0,6.0,22.0,0.009247027741083224,0.9907529722589168,4,5
2021,성동구,1104059,금호1가동,6.0,20.0,5.0,14.0,45.0,0.03963011889035667,0.9603698811096433,45,5
2021,성동구,1104062,금호4가동,8.0,15.0,8.0,21.0,52.0,0.0488771466314399,0.9511228533685601,61,5
2021,성동구,1104065,성수1가1동,18.0,13.0,5.0,12.0,48.0,0.043593130779392336,0.9564068692206077,51,5
2021,성동구,1104066,성수1가2동,28.0,32.0,5.0,32.0,97.0,0.1083223249669749,0.8916776750330251,206,3
2021,성동구,1104067,성수2가1동,24.0,46.0,12.0,22.0,104.0,0.11756935270805813,0.8824306472919419,229,3
2021,성동구,1104068,성수2가3동,54.0,40.0,13.0,42.0,149.0,0.17701453104359313,0.8229854689564069,335,2
2021,성동구,1104069,송정동,8.0,19.0,5.0,3.0,35.0,0.026420079260237782,0.9735799207397622,29,5
2021,성동구,1104070,용답동,16.0,42.0,8.0,19.0,85.0,0.09247027741083223,0.9075297225891678,167,3
2021,성동구,1104071,왕십리도선동,23.0,40.0,15.0,54.0,132.0,0.154557463672391,0.845442536327609,293,2
2021,성동구,1104072,금호2·3가동,16.0,37.0,12.0,27.0,92.0,0.10171730515191546,0.8982826948480845,190,3
2021,성동구,1104073,옥수동,10.0,17.0,8.0,31.0,66.0,0.06737120211360634,0.9326287978863936,107,4
2021,광진구,1105053,화양동,59.0,45.0,17.0,57.0,178.0,0.21532364597093792,0.7846763540290621,367,1
2021,광진구,1105054,군자동,26.0,38.0,13.0,35.0,112.0,0.12813738441215325,0.8718626155878467,251,3
2021,광진구,1105055,중곡1동,13.0,69.0,13.0,29.0,124.0,0.14398943196829592,0.8560105680317041,271,2
2021,광진구,1105056,중곡2동,26.0,40.0,14.0,45.0,125.0,0.1453104359313078,0.8546895640686922,274,2
2021,광진구,1105057,중곡3동,16.0,26.0,10.0,22.0,74.0,0.07793923381770146,0.9220607661822986,130,4
2021,광진구,1105058,중곡4동,22.0,70.0,8.0,32.0,132.0,0.154557463672391,0.845442536327609,293,2
2021,광진구,1105059,능동,20.0,19.0,6.0,19.0,64.0,0.06472919418758256,0.9352708058124174,99,4
2021,광진구,1105060,구의1동,27.0,26.0,9.0,28.0,90.0,0.09907529722589167,0.9009247027741083,182,3
2021,광진구,1105061,구의2동,20.0,41.0,11.0,31.0,103.0,0.11624834874504623,0.8837516512549538,228,3
2021,광진구,1105062,구의3동,25.0,43.0,17.0,53.0,138.0,0.16248348745046234,0.8375165125495376,313,2
2021,광진구,1105063,광장동,19.0,30.0,9.0,26.0,84.0,0.09114927344782034,0.9088507265521797,164,4
2021,광진구,1105064,자양1동,27.0,67.0,14.0,50.0,158.0,0.18890356671070013,0.8110964332892998,346,1
2021,광진구,1105065,자양2동,23.0,27.0,10.0,25.0,85.0,0.09247027741083223,0.9075297225891678,167,3
2021,광진구,1105066,자양3동,25.0,29.0,10.0,30.0,94.0,0.10435931307793923,0.8956406869220608,199,3
2021,광진구,1105067,자양4동,27.0,70.0,14.0,45.0,156.0,0.18626155878467635,0.8137384412153237,343,1
2021,동대문구,1106071,회기동,33.0,24.0,13.0,11.0,81.0,0.08718626155878467,0.9128137384412154,152,4
2021,동대문구,1106072,휘경1동,17.0,27.0,12.0,19.0,75.0,0.07926023778071334,0.9207397622192867,132,4
2021,동대문구,1106073,휘경2동,21.0,20.0,6.0,12.0,59.0,0.05812417437252312,0.9418758256274768,88,4
2021,동대문구,1106080,청량리동,15.0,68.0,21.0,47.0,151.0,0.17965653896961692,0.820343461030383,337,2
2021,동대문구,1106081,용신동,52.0,131.0,26.0,57.0,266.0,0.33157199471598414,0.6684280052840159,406,1
2021,동대문구,1106082,제기동,28.0,454.0,84.0,84.0,650.0,0.8388375165125496,0.16116248348745044,424,1
2021,동대문구,1106083,전농1동,23.0,58.0,13.0,39.0,133.0,0.15587846763540292,0.8441215323645971,297,2
2021,동대문구,1106084,전농2동,13.0,22.0,8.0,15.0,58.0,0.05680317040951123,0.9431968295904888,83,4
2021,동대문구,1106086,답십리2동,21.0,56.0,16.0,42.0,135.0,0.15852047556142668,0.8414795244385733,303,2
2021,동대문구,1106087,장안1동,54.0,58.0,29.0,53.0,194.0,0.23645970937912814,0.7635402906208719,381,1
2021,동대문구,1106088,장안2동,37.0,89.0,20.0,67.0,213.0,0.261558784676354,0.7384412153236459,390,1
2021,동대문구,1106089,이문1동,29.0,27.0,15.0,33.0,104.0,0.11756935270805813,0.8824306472919419,229,3
2021,동대문구,1106090,이문2동,9.0,28.0,6.0,15.0,58.0,0.05680317040951123,0.9431968295904888,83,4
2021,동대문구,1106091,답십리1동,23.0,34.0,11.0,42.0,110.0,0.12549537648612946,0.8745046235138705,244,3
2021,중랑구,1107052,면목2동,23.0,54.0,10.0,22.0,109.0,0.12417437252311757,0.8758256274768824,240,3
2021,중랑구,1107054,면목4동,15.0,30.0,5.0,11.0,61.0,0.0607661822985469,0.9392338177014531,93,4
2021,중랑구,1107055,면목5동,9.0,17.0,3.0,7.0,36.0,0.02774108322324967,0.9722589167767504,31,5
2021,중랑구,1107057,면목7동,16.0,76.0,10.0,51.0,153.0,0.18229854689564068,0.8177014531043594,338,2
2021,중랑구,1107059,상봉1동,18.0,33.0,8.0,19.0,78.0,0.083223249669749,0.916776750330251,142,4
2021,중랑구,1107060,상봉2동,29.0,47.0,11.0,49.0,136.0,0.15984147952443858,0.8401585204755614,306,2
2021,중랑구,1107061,중화1동,16.0,30.0,6.0,19.0,71.0,0.07397622192866579,0.9260237780713342,119,4
2021,중랑구,1107062,중화2동,23.0,63.0,12.0,31.0,129.0,0.15059445178335534,0.8494055482166447,284,2
2021,중랑구,1107064,묵1동,21.0,32.0,10.0,28.0,91.0,0.10039630118890357,0.8996036988110965,185,3
2021,중랑구,1107065,묵2동,17.0,35.0,7.0,24.0,83.0,0.08982826948480846,0.9101717305151915,163,4
2021,중랑구,1107068,망우3동,12.0,28.0,4.0,14.0,58.0,0.05680317040951123,0.9431968295904888,83,5
2021,중랑구,1107069,신내1동,21.0,38.0,13.0,32.0,104.0,0.11756935270805813,0.8824306472919419,229,3
2021,중랑구,1107070,신내2동,8.0,21.0,12.0,28.0,69.0,0.071334214002642,0.9286657859973579,113,4
2021,중랑구,1107071,면목본동,30.0,113.0,18.0,64.0,225.0,0.2774108322324967,0.7225891677675034,392,1
2021,중랑구,1107072,면목3·8동,18.0,60.0,20.0,32.0,130.0,0.15191545574636725,0.8480845442536328,287,2
2021,중랑구,1107073,망우본동,41.0,104.0,27.0,68.0,240.0,0.29722589167767505,0.7027741083223249,398,1
2021,성북구,1108058,돈암1동,5.0,11.0,3.0,10.0,29.0,0.018494055482166448,0.9815059445178336,19,5
2021,성북구,1108059,돈암2동,6.0,12.0,4.0,4.0,26.0,0.01453104359313078,0.9854689564068693,11,5
2021,성북구,1108060,안암동,36.0,25.0,9.0,14.0,84.0,0.09114927344782034,0.9088507265521797,164,4
2021,성북구,1108061,보문동,16.0,24.0,6.0,19.0,65.0,0.06605019815059446,0.9339498018494056,103,4
2021,성북구,1108062,정릉1동,15.0,16.0,7.0,15.0,53.0,0.05019815059445178,0.9498018494055482,69,5
2021,성북구,1108063,정릉2동,14.0,26.0,7.0,28.0,75.0,0.07926023778071334,0.9207397622192867,132,4
2021,성북구,1108064,정릉3동,27.0,17.0,2.0,3.0,49.0,0.04491413474240423,0.9550858652575958,53,5
2021,성북구,1108065,정릉4동,14.0,34.0,13.0,24.0,85.0,0.09247027741083223,0.9075297225891678,167,3
2021,성북구,1108066,길음1동,8.0,41.0,12.0,33.0,94.0,0.10435931307793923,0.8956406869220608,199,3
2021,성북구,1108068,길음2동,6.0,24.0,11.0,27.0,68.0,0.07001321003963012,0.9299867899603699,111,4
2021,성북구,1108071,월곡1동,11.0,40.0,9.0,29.0,89.0,0.0977542932628798,0.9022457067371202,181,3
2021,성북구,1108072,월곡2동,22.0,44.0,12.0,32.0,110.0,0.12549537648612946,0.8745046235138705,244,3
2021,성북구,1108076,장위1동,18.0,35.0,8.0,10.0,71.0,0.07397622192866579,0.9260237780713342,119,4
2021,성북구,1108077,장위2동,6.0,57.0,12.0,17.0,92.0,0.10171730515191546,0.8982826948480845,190,3
2021,성북구,1108078,장위3동,6.0,17.0,4.0,13.0,40.0,0.03302509907529723,0.9669749009247027,37,5
2021,성북구,1108081,성북동,21.0,24.0,6.0,27.0,78.0,0.083223249669749,0.916776750330251,142,4
2021,성북구,1108082,삼선동,24.0,77.0,15.0,44.0,160.0,0.19154557463672392,0.808454425363276,348,1
2021,성북구,1108083,동선동,30.0,29.0,17.0,60.0,136.0,0.15984147952443858,0.8401585204755614,306,2
2021,성북구,1108084,종암동,28.0,63.0,18.0,44.0,153.0,0.18229854689564068,0.8177014531043594,338,2
2021,성북구,1108085,석관동,25.0,68.0,16.0,39.0,148.0,0.17569352708058125,0.8243064729194187,330,2
2021,강북구,1109060,번1동,31.0,46.0,13.0,48.0,138.0,0.16248348745046234,0.8375165125495376,313,2
2021,강북구,1109061,번2동,9.0,11.0,6.0,8.0,34.0,0.02509907529722589,0.9749009247027741,26,5
2021,강북구,1109062,번3동,11.0,18.0,5.0,14.0,48.0,0.043593130779392336,0.9564068692206077,51,5
2021,강북구,1109063,수유1동,27.0,101.0,16.0,23.0,167.0,0.20079260237780713,0.7992073976221928,360,1
2021,강북구,1109064,수유2동,21.0,47.0,14.0,19.0,101.0,0.11360634081902246,0.8863936591809776,221,3
2021,강북구,1109065,수유3동,34.0,84.0,16.0,68.0,202.0,0.24702774108322326,0.7529722589167768,384,1
2021,강북구,1109069,삼양동,11.0,42.0,13.0,40.0,106.0,0.1202113606340819,0.8797886393659181,235,3
2021,강북구,1109070,미아동,31.0,42.0,13.0,45.0,131.0,0.15323645970937913,0.8467635402906208,289,2
2021,강북구,1109071,송중동,23.0,54.0,16.0,55.0,148.0,0.17569352708058125,0.8243064729194187,330,2
2021,강북구,1109072,송천동,24.0,53.0,20.0,52.0,149.0,0.17701453104359313,0.8229854689564069,335,2
2021,강북구,1109073,삼각산동,13.0,42.0,8.0,29.0,92.0,0.10171730515191546,0.8982826948480845,190,3
2021,강북구,1109074,우이동,23.0,46.0,9.0,14.0,92.0,0.10171730515191546,0.8982826948480845,190,3
2021,강북구,1109075,인수동,25.0,60.0,13.0,19.0,117.0,0.13474240422721268,0.8652575957727873,262,2
2021,도봉구,1110051,쌍문1동,18.0,41.0,3.0,11.0,73.0,0.07661822985468957,0.9233817701453104,126,4
2021,도봉구,1110052,쌍문2동,17.0,27.0,7.0,30.0,81.0,0.08718626155878467,0.9128137384412154,152,4
2021,도봉구,1110053,쌍문3동,17.0,40.0,13.0,21.0,91.0,0.10039630118890357,0.8996036988110965,185,3
2021,도봉구,1110054,쌍문4동,11.0,10.0,2.0,7.0,30.0,0.019815059445178335,0.9801849405548216,21,5
2021,도봉구,1110055,방학1동,25.0,61.0,13.0,55.0,154.0,0.18361955085865259,0.8163804491413474,340,2
2021,도봉구,1110056,방학2동,17.0,73.0,7.0,15.0,112.0,0.12813738441215325,0.8718626155878467,251,3
2021,도봉구,1110057,방학3동,12.0,18.0,6.0,18.0,54.0,0.05151915455746367,0.9484808454425363,74,5
2021,도봉구,1110059,창1동,15.0,30.0,7.0,32.0,84.0,0.09114927344782034,0.9088507265521797,164,4
2021,도봉구,1110060,창2동,21.0,65.0,10.0,18.0,114.0,0.130779392338177,0.869220607661823,255,2
2021,도봉구,1110061,창3동,14.0,35.0,7.0,19.0,75.0,0.07926023778071334,0.9207397622192867,132,4
2021,도봉구,1110062,창4동,19.0,21.0,7.0,28.0,75.0,0.07926023778071334,0.9207397622192867,132,4
2021,도봉구,1110063,창5동,22.0,35.0,14.0,44.0,115.0,0.13210039630118892,0.8678996036988111,258,2
2021,도봉구,1110064,도봉1동,24.0,73.0,9.0,21.0,127.0,0.14795244385733158,0.8520475561426684,277,2
2021,도봉구,1110065,도봉2동,13.0,33.0,6.0,14.0,66.0,0.06737120211360634,0.9326287978863936,107,4
2021,노원구,1111051,월계1동,29.0,39.0,9.0,33.0,110.0,0.12549537648612946,0.8745046235138705,244,3
2021,노원구,1111052,월계2동,16.0,20.0,6.0,10.0,52.0,0.0488771466314399,0.9511228533685601,61,5
2021,노원구,1111053,월계3동,9.0,24.0,8.0,10.0,51.0,0.047556142668428,0.952443857331572,60,5
2021,노원구,1111056,공릉2동,38.0,46.0,12.0,32.0,128.0,0.14927344782034346,0.8507265521796565,280,2
2021,노원구,1111058,하계1동,15.0,23.0,11.0,15.0,64.0,0.06472919418758256,0.9352708058124174,99,4
2021,노원구,1111059,하계2동,5.0,12.0,4.0,8.0,29.0,0.018494055482166448,0.9815059445178336,19,5
2021,노원구,1111060,중계본동,16.0,37.0,8.0,31.0,92.0,0.10171730515191546,0.8982826948480845,190,3
2021,노원구,1111061,중계1동,13.0,29.0,9.0,34.0,85.0,0.09247027741083223,0.9075297225891678,167,3
2021,노원구,1111064,중계4동,10.0,13.0,10.0,20.0,53.0,0.05019815059445178,0.9498018494055482,69,5
2021,노원구,1111065,상계1동,26.0,58.0,12.0,39.0,135.0,0.15852047556142668,0.8414795244385733,303,2
2021,노원구,1111066,상계2동,30.0,58.0,20.0,68.0,176.0,0.21268163804491413,0.7873183619550859,366,1
2021,노원구,1111069,상계5동,19.0,52.0,11.0,20.0,102.0,0.11492734478203434,0.8850726552179656,225,3
2021,노원구,1111072,상계8동,5.0,12.0,7.0,28.0,52.0,0.0488771466314399,0.9511228533685601,61,5
2021,노원구,1111073,상계9동,9.0,17.0,6.0,24.0,56.0,0.05416116248348745,0.9458388375165125,77,5
2021,노원구,1111074,상계10동,5.0,10.0,1.0,6.0,22.0,0.009247027741083224,0.9907529722589168,4,5
2021,노원구,1111076,상계3·4동,16.0,48.0,9.0,23.0,96.0,0.10700132100396301,0.892998678996037,203,3
2021,노원구,1111077,상계6·7동,25.0,36.0,33.0,163.0,257.0,0.31968295904887717,0.6803170409511228,403,1
2021,노원구,1111078,중계2·3동,9.0,26.0,10.0,28.0,73.0,0.07661822985468957,0.9233817701453104,126,4
2021,노원구,1111079,공릉1동,36.0,63.0,23.0,58.0,180.0,0.21796565389696168,0.7820343461030383,370,1
2021,은평구,1112051,녹번동,31.0,45.0,12.0,29.0,117.0,0.13474240422721268,0.8652575957727873,262,2
2021,은평구,1112052,불광1동,30.0,43.0,16.0,71.0,160.0,0.19154557463672392,0.808454425363276,348,1
2021,은평구,1112055,갈현1동,23.0,53.0,10.0,44.0,130.0,0.15191545574636725,0.8480845442536328,287,2
2021,은평구,1112056,갈현2동,27.0,47.0,16.0,30.0,120.0,0.13870541611624834,0.8612945838837517,266,2
2021,은평구,1112057,구산동,21.0,26.0,8.0,27.0,82.0,0.08850726552179657,0.9114927344782034,159,4
2021,은평구,1112058,대조동,37.0,85.0,24.0,97.0,243.0,0.3011889035667107,0.6988110964332893,400,1
2021,은평구,1112059,응암1동,24.0,35.0,16.0,66.0,141.0,0.166446499339498,0.8335535006605019,322,2
2021,은평구,1112060,응암2동,12.0,23.0,9.0,18.0,62.0,0.062087186261558784,0.9379128137384413,97,4
2021,은평구,1112065,신사1동,22.0,32.0,9.0,34.0,97.0,0.1083223249669749,0.8916776750330251,206,3
2021,은평구,1112066,신사2동,10.0,36.0,7.0,14.0,67.0,0.06869220607661823,0.9313077939233818,109,4
2021,은평구,1112067,증산동,14.0,31.0,8.0,20.0,73.0,0.07661822985468957,0.9233817701453104,126,4
2021,은평구,1112068,수색동,6.0,21.0,5.0,6.0,38.0,0.03038309114927345,0.9696169088507266,34,5
2021,은평구,1112071,진관동,32.0,49.0,23.0,44.0,148.0,0.17569352708058125,0.8243064729194187,330,2
2021,은평구,1112072,불광2동,20.0,57.0,9.0,27.0,113.0,0.12945838837516513,0.8705416116248349,253,3
2021,은평구,1112073,응암3동,28.0,74.0,14.0,46.0,162.0,0.19418758256274768,0.8058124174372523,352,1
2021,은평구,1112074,역촌동,40.0,54.0,17.0,44.0,155.0,0.18494055482166447,0.8150594451783355,341,1
2021,서대문구,1113052,천연동,8.0,42.0,6.0,25.0,81.0,0.08718626155878467,0.9128137384412154,152,4
2021,서대문구,1113062,홍제1동,21.0,29.0,10.0,36.0,96.0,0.10700132100396301,0.892998678996037,203,3
2021,서대문구,1113064,홍제3동,14.0,101.0,15.0,45.0,175.0,0.21136063408190225,0.7886393659180977,365,1
2021,서대문구,1113065,홍제2동,7.0,14.0,5.0,13.0,39.0,0.031704095112285335,0.9682959048877147,36,5
2021,서대문구,1113066,홍은1동,14.0,31.0,6.0,13.0,64.0,0.06472919418758256,0.9352708058124174,99,4
2021,서대문구,1113068,홍은2동,29.0,19.0,7.0,14.0,69.0,0.071334214002642,0.9286657859973579,113,4
2021,서대문구,1113069,남가좌1동,5.0,38.0,9.0,27.0,79.0,0.0845442536327609,0.9154557463672391,147,4
2021,서대문구,1113070,남가좌2동,28.0,45.0,12.0,32.0,117.0,0.13474240422721268,0.8652575957727873,262,2
2021,서대문구,1113071,북가좌1동,13.0,8.0,5.0,17.0,43.0,0.036988110964332896,0.9630118890356671,41,5
2021,서대문구,1113072,북가좌2동,28.0,42.0,12.0,32.0,114.0,0.130779392338177,0.869220607661823,255,2
